--------------------------------------------------------
-- Collect memory reference at line:29@file:../ScriptModule\module.lua
--------------------------------------------------------
-- [Table/Function/String Address/Name]	[Reference Path]	[Reference Count]
--------------------------------------------------------
-- From Root Object: table: 00000140B2BD9400 (registry)
string: "7.07518850194828E+21"	registry.2[_G].TableLevelup.320142.ProduceMoney[string]	1
string: "2_1885554072906"	registry.2[_G].TableLevelup.70083.CostMoney[string]	1
function: 00000140B4ACC610	registry.2[_G].protobuf.extract.[ups:function:expand].[ups:function:default_table].[ups:function:decode_message].[ups:table:_R_meta].__index.[ups:table:decode_type_cache].[metatable].__index.[ups:table:_decode_type_meta].__index.[ups:table:_reader].int32_repeated[line:137@file:../ScriptModule/gxlua\protobuf.lua]	1
string: "2_903894910213329000"	registry.2[_G].TableLevelup.130103.CostMoney[string]	1
string: "3.87268386148266E+18"	registry.2[_G].TableLevelup.250033.ProduceMoney[string]	1
string: "2_10681535939053"	registry.2[_G].TableLevelup.50126.CostMoney[string]	1
string: "2_11489388250"	registry.2[_G].TableLevelup.10149.CostMoney[string]	1
string: "6.52711051940299E+21"	registry.2[_G].TableLevelup.320131.ProduceMoney[string]	1
table: 00000140B4ECC580	registry.2[_G].TableLevelup.140058	1
string: "geji5"	registry.2[_G].TableRebuild.150005.buildRes[string]	1
string: "2_3.40228184754662E+27"	registry.2[_G].TableLevelup.280134.CostMoney[string]	1
string: "9.44443637934642E+20"	registry.2[_G].TableLevelup.300082.ProduceMoney[string]	1
function: 00000140B48DC6A0	registry.2[_G].luaIdePrintErr.[ups:table:json].decode[line:272@file:../ScriptModule\LuaDebugjit.lua]	1
string: "2_1.47021052027026E+24"	registry.2[_G].TableLevelup.190143.CostMoney[string]	1
table: 00000140B4A6C520	registry.2[_G].TableLevelup.320136	1
string: "9.9945420383617E+17"	registry.2[_G].TableLevelup.230084.ProduceMoney[string]	1
string: "18320932491200"	registry.2[_G].TableLevelup.150083.ProduceMoney[string]	1
table: 00000140B4B64430	registry.2[_G].TableLevelup.10109	1
string: "2_4.39882698010313E+24"	registry.2[_G].TableLevelup.270091.CostMoney[string]	1
string: "102566684280501"	registry.2[_G].TableLevelup.170029.ProduceMoney[string]	1
function: 00000140B4B14440	registry.2[_G].unilight.createdb[line:17@file:../ScriptModule/gxlua\unimongodb.lua]	1
string: "tiantan1"	registry.2[_G].TableRebuild.40001.buildRes[string]	1
string: "2_2730222366012150000"	registry.2[_G].TableLevelup.160077.CostMoney[string]	1
table: 00000140B4F443B0	registry.2[_G].TableLevelup.190062	1
string: "3.58105218850524E+19"	registry.2[_G].TableLevelup.260113.ProduceMoney[string]	1
string: "9473600000"	registry.2[_G].TableLevelup.100062.ProduceMoney[string]	1
table: 00000140B4B24430	registry.2[_G].TableLevelup.40012	1
table: 00000140B4F3C3B0	registry.2[_G].TableLevelup.240059	1
table: 00000140B4F343B0	registry.2[_G].TableLevelup.220113	1
string: "2_719364388225229000"	registry.2[_G].TableLevelup.210022.CostMoney[string]	1
string: "2_1.83189433766461E+25"	registry.2[_G].TableLevelup.260107.CostMoney[string]	1
function: 00007FF69D587300	registry.2[_G].package.loaded.io.stderr.[userdata:metatable].setvbuf[line:-1@file:[C]]	1
string: "4900"	registry.2[_G].TableLevelup.20098.ProduceMoney[string]	1
table: 00000140B4A14480	registry.2[_G].TableLevelup.20102	1
table: 00000140B4F0C3E0	registry.2[_G].taskTable.3030	1
string: "3900"	registry.2[_G].TableLevelup.20078.ProduceMoney[string]	1
table: 00000140B4B34460	registry.2[_G].ItemData.3109	1
string: "2_1.09810133676907E+27"	registry.2[_G].TableLevelup.270131.CostMoney[string]	1
string: "2_8.68020709381558E+23"	registry.2[_G].TableLevelup.290070.CostMoney[string]	1
string: "69993950190528"	registry.2[_G].TableLevelup.160098.ProduceMoney[string]	1
string: "2_2.04594798647551E+28"	registry.2[_G].TableLevelup.280147.CostMoney[string]	1
string: "2_26602656899414200"	registry.2[_G].TableLevelup.140064.CostMoney[string]	1
string: "9900"	registry.2[_G].TableLevelup.10132.ProduceMoney[string]	1
string: "2_135729"	registry.2[_G].TableLevelup.40008.CostMoney[string]	1
string: "1.09464031848723E+18"	registry.2[_G].TableLevelup.230092.ProduceMoney[string]	1
string: "8.75338005890646E+20"	registry.2[_G].TableLevelup.300076.ProduceMoney[string]	1
string: "2_2.67430881653265E+21"	registry.2[_G].TableLevelup.260043.CostMoney[string]	1
table: 00000140B4E7C3C0	registry.2[_G].TableLevelup.100129	1
function: 00007FF69D5D72D0	registry.2[_G].package.loaded.socket.core.tcp6[line:-1@file:[C]]	1
string: "5400"	registry.2[_G].TableLevelup.10108.ProduceMoney[string]	1
string: "4400"	registry.2[_G].TableLevelup.20088.ProduceMoney[string]	1
string: "2_2.00213792696987E+21"	registry.2[_G].TableLevelup.290026.CostMoney[string]	1
string: "8400"	registry.2[_G].TableLevelup.30035.ProduceMoney[string]	1
string: "2_8.3114200613983E+22"	registry.2[_G].TableLevelup.290053.CostMoney[string]	1
string: "2_55020848392676200000"	registry.2[_G].TableLevelup.280004.CostMoney[string]	1
table: 00000140B4A6C420	registry.2[_G].TableLevelup.20081	1
string: "2500"	registry.2[_G].TableLevelup.20050.ProduceMoney[string]	1
string: "4.62630446862338E+19"	registry.2[_G].TableLevelup.270061.ProduceMoney[string]	1
string: "2_848640367018141"	registry.2[_G].TableLevelup.120063.CostMoney[string]	1
string: "3500"	registry.2[_G].TableLevelup.20070.ProduceMoney[string]	1
string: "2_9.93492813677139E+20"	registry.2[_G].TableLevelup.180099.CostMoney[string]	1
string: "2_2.85116190566936E+22"	registry.2[_G].TableLevelup.200106.CostMoney[string]	1
string: "2_336777773661"	registry.2[_G].TableLevelup.30133.CostMoney[string]	1
table: 00000140B4E743C0	registry.2[_G].TableLevelup.90025	1
string: "2_1165522420795440000"	registry.2[_G].TableLevelup.230008.CostMoney[string]	1
string: "107217457896"	registry.2[_G].TableLevelup.120034.ProduceMoney[string]	1
table: 00000140B4FB4390	registry.2[_G].TableLevelup.310114	1
table: 00000140B4E2C3C0	registry.2[_G].TableLevelup.70147	1
string: "2_63369464162836200"	registry.2[_G].TableLevelup.180029.CostMoney[string]	1
string: "22308800000"	registry.2[_G].TableLevelup.100146.ProduceMoney[string]	1
table: 00000140B4FCC390	registry.2[_G].TableLevelup.290131	1
table: 00000140B4FC4390	registry.2[_G].TableLevelup.280063	1
string: "2_7173423804026880000"	registry.2[_G].TableLevelup.160084.CostMoney[string]	1
table: 00000140B37EC680	registry.2[_G].LuaNFrame.kernelModule.[userdata:metatable].___const.___setters	1
string: "3400"	registry.2[_G].TableLevelup.20068.ProduceMoney[string]	1
string: "422562922296"	registry.2[_G].TableLevelup.120134.ProduceMoney[string]	1
string: "1400"	registry.2[_G].TableLevelup.20028.ProduceMoney[string]	1
string: "2_3.76891329830516E+23"	registry.2[_G].TableLevelup.280068.CostMoney[string]	1
string: "2_3.16478660285958E+20"	registry.2[_G].TableLevelup.140132.CostMoney[string]	1
string: "7370000"	registry.2[_G].TableLevelup.60067.ProduceMoney[string]	1
string: "249122916876"	registry.2[_G].TableLevelup.120079.ProduceMoney[string]	1
string: "1.40525094499104E+15"	registry.2[_G].TableLevelup.190024.ProduceMoney[string]	1
string: "2_1293867118868"	registry.2[_G].TableLevelup.120016.CostMoney[string]	1
string: "16655200000"	registry.2[_G].TableLevelup.100109.ProduceMoney[string]	1
string: "2_58259747"	registry.2[_G].TableLevelup.20089.CostMoney[string]	1
string: "2_115256043889"	registry.2[_G].TableLevelup.20144.CostMoney[string]	1
string: "3.89916037359663E+16"	registry.2[_G].TableLevelup.220011.ProduceMoney[string]	1
table: 00000140B4EF4460	registry.2[_G].traveLevel.28	1
string: "9526400000"	registry.2[_G].TableLevelup.110013.ProduceMoney[string]	1
string: "7.2807414588171E+19"	registry.2[_G].TableLevelup.270096.ProduceMoney[string]	1
table: 00000140B4B644B0	registry.2[_G].TableLevelup.10113	1
table: 00000140B4AD44C0	registry.2[_G].DailyLoginTable.7	1
table: 00000140B4F34430	registry.2[_G].TableLevelup.220083	1
table: 00000140B495C4F0	registry.2[_G].PlayerAccountInfo.___class.___setters	1
table: 00000140B4F3C430	registry.2[_G].TableLevelup.240050	1
table: 00000140B4F4C430	registry.2[_G].TableLevelup.210008	1
table: 00000140B4F44430	registry.2[_G].TableLevelup.190069	1
string: "44384000"	registry.2[_G].TableLevelup.70076.ProduceMoney[string]	1
table: 00000140B4A14500	registry.2[_G].TableLevelup.20105	1
table: 00000140B4B344E0	registry.2[_G].ItemData.3405	1
string: "2_4.50511254343753E+20"	registry.2[_G].TableLevelup.160114.CostMoney[string]	1
string: "4285343889216"	registry.2[_G].TableLevelup.160006.ProduceMoney[string]	1
table: 00000140B4ECC480	registry.2[_G].TableLevelup.140054	1
string: "2_1.02514729313471E+22"	registry.2[_G].TableLevelup.240067.CostMoney[string]	1
string: "2_3872422273138400"	registry.2[_G].TableLevelup.120074.CostMoney[string]	1
string: "2_318942582440982000"	registry.2[_G].TableLevelup.140082.CostMoney[string]	1
string: "65219200000"	registry.2[_G].TableLevelup.110089.ProduceMoney[string]	1
table: 00000140B4EC4480	registry.2[_G].TableLevelup.120092	1
function: 00000140B4A84500	registry.2[_G].package.loaded.ProFi.getFuncReport[line:203@file:../ScriptModule/gxlua/ProFi.lua]	1
string: "2_1.11377486276802E+21"	registry.2[_G].TableRebuild.170004.RewardMoney[string]	1
string: "7.73387181539894E+17"	registry.2[_G].TableLevelup.230065.ProduceMoney[string]	1
table: 00000140B4E64480	registry.2[_G].TableLevelup.160121	1
string: "2_334948381062"	registry.2[_G].TableLevelup.100030.CostMoney[string]	1
table: 00000140B4E6C480	registry.2[_G].TableLevelup.180082	1
string: "2_2.82471544790101E+27"	registry.2[_G].TableLevelup.320114.CostMoney[string]	1
table: 00000140B4B244B0	registry.2[_G].TableLevelup.40020	1
table: 00000140B4E74440	registry.2[_G].TableLevelup.90030	1
string: "2_626637377471514000"	registry.2[_G].TableLevelup.210021.CostMoney[string]	1
string: "2_1917947905512210000"	registry.2[_G].TableLevelup.140095.CostMoney[string]	1
table: 00000140B4ECC400	registry.2[_G].TableLevelup.140041	1
string: "2_3.06816917540678E+25"	registry.2[_G].TableLevelup.240125.CostMoney[string]	1
string: "3800"	registry.2[_G].TableLevelup.20076.ProduceMoney[string]	1
string: "[C]                                               : collectgarbage                          :   -1                "	registry.2[_G].package.loaded.ProFi.reports.8.title[string]	1
string: "2_3.02894863182191E+21"	registry.2[_G].TableLevelup.290029.CostMoney[string]	1
string: "2_1133053453395040000"	registry.2[_G].TableLevelup.190041.CostMoney[string]	1
string: "2900"	registry.2[_G].TableLevelup.20058.ProduceMoney[string]	1
table: 00000140B4E6C400	registry.2[_G].TableLevelup.180079	1
string: "1900"	registry.2[_G].TableLevelup.20038.ProduceMoney[string]	1
string: "5.0677463498932E+20"	registry.2[_G].TableLevelup.300044.ProduceMoney[string]	1
string: "2_8168390732"	registry.2[_G].TableLevelup.50074.CostMoney[string]	1
string: "8.86172812181052E+16"	registry.2[_G].TableLevelup.220025.ProduceMoney[string]	1
table: 00000140B4E7C440	registry.2[_G].TableLevelup.100101	1
string: "2_3.63144441687564E+22"	registry.2[_G].TableLevelup.290047.CostMoney[string]	1
function: 00007FF69D5D7330	registry.2[_G].package.loaded.socket.core.connect[line:-1@file:[C]]	1
table: 00000140B4E34440	registry.2[_G].TableLevelup.60048	1
table: 00000140B4E2C440	registry.2[_G].TableLevelup.80003	1
string: "3.1389920818503E+21"	registry.2[_G].TableLevelup.320063.ProduceMoney[string]	1
string: "3.86371346110939E+17"	registry.2[_G].TableLevelup.220109.ProduceMoney[string]	1
table: 00000140B4FCC410	registry.2[_G].TableLevelup.300012	1
table: 00000140B4FC4410	registry.2[_G].TableLevelup.280066	1
string: "2_1.28261659163367E+20"	registry.2[_G].TableLevelup.170096.CostMoney[string]	1
string: "6595200000"	registry.2[_G].TableLevelup.110009.ProduceMoney[string]	1
string: "2800"	registry.2[_G].TableLevelup.20056.ProduceMoney[string]	1
table: 00000140B4A6C4A0	registry.2[_G].TableLevelup.20080	1
string: "2_16673526938132000"	registry.2[_G].TableLevelup.200002.CostMoney[string]	1
string: "2_5.93239968777241E+27"	registry.2[_G].TableLevelup.300127.CostMoney[string]	1
string: "4.26728344975334E+20"	registry.2[_G].TableLevelup.290088.ProduceMoney[string]	1
string: "3.73950582516477E+19"	registry.2[_G].TableLevelup.260118.ProduceMoney[string]	1
table: 00000140B4E6C380	registry.2[_G].TableLevelup.180073	1
string: "211281461148"	registry.2[_G].TableLevelup.120067.ProduceMoney[string]	1
table: 00000140B4F0C5E0	registry.2[_G].taskTable.3072	1
string: "41036800000"	registry.2[_G].TableLevelup.110056.ProduceMoney[string]	1
table: 00000140B4E747C0	registry.2[_G].TableLevelup.90048	1
string: "1.4251667159397E+21"	registry.2[_G].TableLevelup.310058.ProduceMoney[string]	1
string: "2_4.87436916779695E+23"	registry.2[_G].TableLevelup.190135.CostMoney[string]	1
table: 00000140B4F347B0	registry.2[_G].TableLevelup.220084	1
table: 00000140B4B24830	registry.2[_G].TableLevelup.30128	1
table: 00000140B4F3C7B0	registry.2[_G].TableLevelup.240079	1
table: 00000140B4FCC790	registry.2[_G].TableLevelup.300019	1
table: 00000140B4FBC790	registry.2[_G].TableLevelup.260059	1
string: "31344245948800"	registry.2[_G].TableLevelup.150142.ProduceMoney[string]	1
table: 00000140B4FC4790	registry.2[_G].TableLevelup.280071	1
string: "2_35229373942393500"	registry.2[_G].TableLevelup.120090.CostMoney[string]	1
table: 00000140B4FB4790	registry.2[_G].TableLevelup.310128	1
table: 00000140B4E2C7C0	registry.2[_G].TableLevelup.70120	1
string: "2_4.18216495550072E+22"	registry.2[_G].TableLevelup.230084.CostMoney[string]	1
table: 00000140B4F447B0	registry.2[_G].TableLevelup.190064	1
table: 00000140B4AD4840	registry.2[_G].DailyShare.2	1
table: 00000140B4A14880	registry.2[_G].TableLevelup.20085	1
table: 00000140B4F0C7E0	registry.2[_G].taskTable.3067	1
table: 00000140B4F047E0	registry.2[_G].TableRebuild.270004	1
string: "14147128866276"	registry.2[_G].TableLevelup.170004.ProduceMoney[string]	1
table: 00000140B4B34860	registry.2[_G].TableLevelup.30043	1
string: "2_1.12279660310713E+28"	registry.2[_G].TableLevelup.320124.CostMoney[string]	1
table: 00000140B4F4C7B0	registry.2[_G].TableLevelup.200140	1
string: "9.27097045627665E+18"	registry.2[_G].TableLevelup.250079.ProduceMoney[string]	1
string: "12224000000"	registry.2[_G].TableLevelup.100080.ProduceMoney[string]	1
table: 00000140B495C870	registry.2[_G].PlayerAccountInfo.___getters	1
string: "2_4632836967301400000"	registry.2[_G].TableLevelup.230018.CostMoney[string]	1
table: 00000140B4B64830	registry.2[_G].TableLevelup.10080	1
string: "2_5643285529596420"	registry.2[_G].TableLevelup.70141.CostMoney[string]	1
string: "disini5"	registry.2[_G].TableRebuild.120005.buildRes[string]	1
table: 00000140B4E64800	registry.2[_G].TableLevelup.160137	1
string: "2_2.44486692636037E+23"	registry.2[_G].TableLevelup.190130.CostMoney[string]	1
function: 00000140B2BFCBF0	registry.2[_G].LuaNFrame.kernelModule.[userdata:metatable].___const.GetMD5[line:-1@file:[C]]	1
string: "2_9.40852811387142E+25"	registry.2[_G].TableLevelup.280108.CostMoney[string]	1
string: "2.32760915441091E+20"	registry.2[_G].TableLevelup.290048.ProduceMoney[string]	1
string: "6.8531981783751E+16"	registry.2[_G].TableLevelup.210077.ProduceMoney[string]	1
string: "2_1561782299143930"	registry.2[_G].TableLevelup.170014.CostMoney[string]	1
string: "4.30993891713906E+19"	registry.2[_G].TableLevelup.260136.ProduceMoney[string]	1
string: "2_107646962792"	registry.2[_G].TableLevelup.60076.CostMoney[string]	1
string: "127324159796484"	registry.2[_G].TableLevelup.170036.ProduceMoney[string]	1
string: "1971840000"	registry.2[_G].TableLevelup.90079.ProduceMoney[string]	1
string: "3.97633230545197E+20"	registry.2[_G].TableLevelup.290082.ProduceMoney[string]	1
table: 00000140B4F44730	registry.2[_G].TableLevelup.190057	1
string: "3153454644"	registry.2[_G].TableLevelup.120001.ProduceMoney[string]	1
table: 00000140B4F4C730	registry.2[_G].TableLevelup.210021	1
string: "2_4389677733882530000"	registry.2[_G].TableLevelup.140101.CostMoney[string]	1
table: 00000140B4AD47C0	registry.2[_G].FootPrint.9	1
string: "2_87457776451"	registry.2[_G].TableLevelup.20142.CostMoney[string]	1
string: "2_2442817123"	registry.2[_G].TableLevelup.40079.CostMoney[string]	1
function: 00000140B4A14800	registry.2[_G].luaIdePrintErr.[ups:table:ZZBase64].decode[line:2038@file:../ScriptModule\LuaDebugjit.lua]	1
string: "2_149310375"	registry.2[_G].TableLevelup.50045.CostMoney[string]	1
string: "44148365016"	registry.2[_G].TableLevelup.120014.ProduceMoney[string]	1
string: "2_4.86987536912895E+24"	registry.2[_G].TableLevelup.250106.CostMoney[string]	1
string: "2_8183244396852110000"	registry.2[_G].TableLevelup.150095.CostMoney[string]	1
table: 00000140B4A6C820	registry.2[_G].TableLevelup.320141	1
string: "2_5622"	registry.2[_G].TableLevelup.20022.CostMoney[string]	1
table: 00000140B4F0C760	registry.2[_G].taskTable.3078	1
table: 00000140B4ECC780	registry.2[_G].TableLevelup.140031	1
string: "2_1.41680967058835E+27"	registry.2[_G].TableLevelup.320109.CostMoney[string]	1
string: "2_7.62018514086086E+20"	registry.2[_G].TableLevelup.290019.CostMoney[string]	1
table: 00000140B4EC4780	registry.2[_G].TableLevelup.120088	1
table: 00000140B4B347E0	registry.2[_G].ItemData.2002	1
string: "1672320000"	registry.2[_G].TableLevelup.90067.ProduceMoney[string]	1
table: 00000140B4E6C780	registry.2[_G].TableLevelup.180058	1
table: 00000140B4F3C730	registry.2[_G].TableLevelup.240074	1
string: "2_1037649256942180000"	registry.2[_G].TableLevelup.130104.CostMoney[string]	1
string: "2_1.33413516408757E+22"	registry.2[_G].TableLevelup.220083.CostMoney[string]	1
string: "2_24995932306019400"	registry.2[_G].TableLevelup.130077.CostMoney[string]	1
string: "2_9.61859468889479E+23"	registry.2[_G].TableLevelup.220114.CostMoney[string]	1
table: 00000140B4A14900	registry.2[_G].TableLevelup.20104	1
string: "4.70371016620539E+20"	registry.2[_G].TableLevelup.290097.ProduceMoney[string]	1
string: "2.37115161737036E+16"	registry.2[_G].TableLevelup.200119.ProduceMoney[string]	1
table: 00000140B4B348E0	registry.2[_G].ItemData.1103	1
string: "13432000"	registry.2[_G].TableLevelup.70023.ProduceMoney[string]	1
table: 00000140B4F0C860	registry.2[_G].taskTable.3076	1
table: 00000140B4EF4860	registry.2[_G].traveLevel.1	1
string: "2_18858"	registry.2[_G].TableLevelup.30012.CostMoney[string]	1
table: 00000140B4F04860	registry.2[_G].TableRebuild.270005	1
string: "static_class<NFINetClientModule>"	registry.2[_G].NFINetClientModule.___type[string]	1
string: "25696000"	registry.2[_G].TableLevelup.70044.ProduceMoney[string]	1
string: "152000000"	registry.2[_G].TableLevelup.80040.ProduceMoney[string]	1
string: "2_2.4807945779014E+20"	registry.2[_G].traveLevel.28.cost[string]	1
string: "442696779021504"	registry.2[_G].TableLevelup.180028.ProduceMoney[string]	1
table: 00000140B4E6C880	registry.2[_G].TableLevelup.180074	1
string: "71422398153600"	registry.2[_G].TableLevelup.160100.ProduceMoney[string]	1
string: "1.67005277439663E+21"	registry.2[_G].TableLevelup.300145.ProduceMoney[string]	1
string: "4.5582345940547E+20"	registry.2[_G].TableLevelup.290094.ProduceMoney[string]	1
string: "4.50851344851292E+15"	registry.2[_G].TableLevelup.190077.ProduceMoney[string]	1
table: 00000140B4A6C920	registry.2[_G].TableLevelup.320143	1
string: "2_2.59403057500744E+20"	registry.2[_G].TableLevelup.160110.CostMoney[string]	1
string: "2_98489787947"	registry.2[_G].TableLevelup.110009.CostMoney[string]	1
string: "2_6.1699287129512E+23"	registry.2[_G].TableLevelup.210121.CostMoney[string]	1
string: "2_2.93781502683369E+24"	registry.2[_G].TableLevelup.240108.CostMoney[string]	1
string: "2_1.31652743353892E+28"	registry.2[_G].TableLevelup.270149.CostMoney[string]	1
string: "2_501967256712"	registry.2[_G].TableLevelup.90048.CostMoney[string]	1
string: "2.06926336197961E+18"	registry.2[_G].TableLevelup.240056.ProduceMoney[string]	1
table: 00000140B4ECC880	registry.2[_G].TableLevelup.140024	1
table: 00000140B4EC4880	registry.2[_G].TableLevelup.120094	1
string: "878281840619400"	registry.2[_G].TableLevelup.190015.ProduceMoney[string]	1
string: "67198862114811"	registry.2[_G].TableLevelup.170019.ProduceMoney[string]	1
string: "2_9450118"	registry.2[_G].TableLevelup.50025.CostMoney[string]	1
string: "48375"	registry.2[_G].TableLevelup.20129.ProduceMoney[string]	1
string: "2_202178694342"	registry.2[_G].TableLevelup.40111.CostMoney[string]	1
string: "2_594418102213754"	registry.2[_G].TableLevelup.170007.CostMoney[string]	1
string: "2_1804037"	registry.2[_G].TableLevelup.50013.CostMoney[string]	1
string: "2110227762786"	registry.2[_G].TableLevelup.130141.ProduceMoney[string]	1
string: "8.81125480076799E+16"	registry.2[_G].TableLevelup.210099.ProduceMoney[string]	1
table: 00000140B4E2C840	registry.2[_G].TableLevelup.70103	1
table: 00000140B4A6C8A0	registry.2[_G].TableLevelup.320142	1
string: "1092000"	registry.2[_G].TableLevelup.50070.ProduceMoney[string]	1
function: 00000140B4A2C890	registry.2[_G].debugger_conditionStr[line:1119@file:../ScriptModule\LuaDebugjit.lua]	1
string: "4.17721278809912E+20"	registry.2[_G].TableLevelup.310017.ProduceMoney[string]	1
table: 00000140B4EC4800	registry.2[_G].TableLevelup.120078	1
string: "1.59266219411624E+19"	registry.2[_G].TableLevelup.270021.ProduceMoney[string]	1
string: "411075580519968"	registry.2[_G].TableLevelup.180026.ProduceMoney[string]	1
string: "2_3.41295272748541E+25"	registry.2[_G].TableLevelup.320082.CostMoney[string]	1
table: 00000140B4FB4810	registry.2[_G].TableLevelup.310080	1
table: 00000140B4FC4810	registry.2[_G].TableLevelup.280016	1
table: 00000140B4AD48C0	registry.2[_G].FootPrint.10	1
table: 00000140B4F4C830	registry.2[_G].TableLevelup.200147	1
table: 00000140B4F44830	registry.2[_G].TableLevelup.190065	1
table: 00000140B4B648B0	registry.2[_G].TableLevelup.10078	1
string: "1.67960854859096E+19"	registry.2[_G].TableLevelup.260053.ProduceMoney[string]	1
string: "2_80555"	registry.2[_G].TableLevelup.10063.CostMoney[string]	1
string: "201400000"	registry.2[_G].TableLevelup.80053.ProduceMoney[string]	1
table: 00000140B4F3C830	registry.2[_G].TableLevelup.240081	1
string: "342000000"	registry.2[_G].TableLevelup.80090.ProduceMoney[string]	1
table: 00000140B4FCC810	registry.2[_G].TableLevelup.290141	1
table: 00000140B4F34830	registry.2[_G].TableLevelup.220133	1
table: 00000140B4E74840	registry.2[_G].TableLevelup.90013	1
table: 00000140B4B248B0	registry.2[_G].TableLevelup.30134	1
string: "1.22552122613245E+18"	registry.2[_G].TableLevelup.230103.ProduceMoney[string]	1
table: 00000140B4F045E0	registry.2[_G].TableRebuild.240001	1
string: "2_10936075130068800000"	registry.2[_G].TableLevelup.200049.CostMoney[string]	1
string: "19785600000"	registry.2[_G].TableLevelup.110027.ProduceMoney[string]	1
string: "2_1191195976729790000"	registry.2[_G].TableLevelup.130105.CostMoney[string]	1
string: "2_4.07281097589904E+21"	registry.2[_G].TableLevelup.150140.CostMoney[string]	1
string: "2_3.49103423674267E+21"	registry.2[_G].TableLevelup.310019.CostMoney[string]	1
string: "2.04770853529231E+19"	registry.2[_G].TableLevelup.270027.ProduceMoney[string]	1
string: "2_1514037029705"	registry.2[_G].TableLevelup.90056.CostMoney[string]	1
table: 00000140B4EF4660	registry.2[_G].traveLevel.50	1
table: 00000140B4F04660	registry.2[_G].TableRebuild.260001	1
string: "2_1347857962280"	registry.2[_G].TableLevelup.50111.CostMoney[string]	1
table: 00000140B4B646B0	registry.2[_G].TableLevelup.10087	1
table: 00000140B4F3C630	registry.2[_G].TableLevelup.240071	1
string: "58566366485952"	registry.2[_G].TableLevelup.160082.ProduceMoney[string]	1
table: 00000140B4F44630	registry.2[_G].TableLevelup.190037	1
table: 00000140B4AD46C0	registry.2[_G].FootPrint.3	1
table: 00000140B4F4C630	registry.2[_G].TableLevelup.210002	1
string: "2.53525818655238E+18"	registry.2[_G].TableLevelup.260008.ProduceMoney[string]	1
table: 00000140B4F0C660	registry.2[_G].taskTable.3073	1
string: "2_30303275690037900000"	registry.2[_G].TableLevelup.140115.CostMoney[string]	1
string: "2_85463441312376700000"	registry.2[_G].TableLevelup.150112.CostMoney[string]	1
string: "1.99301084561923E+21"	registry.2[_G].TableLevelup.320040.ProduceMoney[string]	1
string: "2_1.42784014175396E+24"	registry.2[_G].TableLevelup.320059.CostMoney[string]	1
string: "2_2562665429811300"	registry.2[_G].TableLevelup.80122.CostMoney[string]	1
table: 00000140B4A6C720	registry.2[_G].TableLevelup.320137	1
table: 00000140B4954740	registry.2[_G].NFINetClientModule.___class.___getters	1
string: "1.71470216940549E+19"	registry.2[_G].TableLevelup.280010.ProduceMoney[string]	1
table: 00000140B4ECC680	registry.2[_G].TableLevelup.140011	1
string: "1.69367972669311E+16"	registry.2[_G].TableLevelup.200085.ProduceMoney[string]	1
function: 00000140B4ACC6F0	registry.2[_G].protobuf.extract.[ups:function:expand].[ups:function:default_table].[ups:function:decode_message].[ups:table:_R_meta].__index.[ups:table:decode_type_cache].[metatable].__index.[ups:table:_decode_type_meta].__index.[ups:table:_reader].int52_repeated[line:157@file:../ScriptModule/gxlua\protobuf.lua]	1
table: 00000140B4EC4680	registry.2[_G].TableLevelup.120080	1
table: 00000140B4E64680	registry.2[_G].TableLevelup.160132	1
string: "2_3134228522993660000"	registry.2[_G].TableLevelup.160078.CostMoney[string]	1
table: 00000140B4E6C680	registry.2[_G].TableLevelup.180055	1
string: "7592000"	registry.2[_G].TableLevelup.70013.ProduceMoney[string]	1
string: "1.76031084612848E+18"	registry.2[_G].TableLevelup.250015.ProduceMoney[string]	1
string: "1986607137600"	registry.2[_G].TableLevelup.150009.ProduceMoney[string]	1
table: 00000140B4EC4600	registry.2[_G].TableLevelup.120060	1
string: "2_1.37351315347142E+22"	registry.2[_G].TableLevelup.280044.CostMoney[string]	1
string: "2_78146002441308700000"	registry.2[_G].TableLevelup.250026.CostMoney[string]	1
table: 00000140B4ECC600	registry.2[_G].TableLevelup.140062	1
string: "2_1.90709783990487E+27"	registry.2[_G].TableLevelup.270135.CostMoney[string]	1
string: "2_11365844356530000000"	registry.2[_G].TableLevelup.210042.CostMoney[string]	1
string: "2_1.02463189220258E+21"	registry.2[_G].TableLevelup.150130.CostMoney[string]	1
string: "655200"	registry.2[_G].TableLevelup.50042.ProduceMoney[string]	1
string: "2.4730847265616E+20"	registry.2[_G].TableLevelup.290051.ProduceMoney[string]	1
table: 00000140B4A14680	registry.2[_G].TableLevelup.20106	1
string: "9.2134529028765E+19"	registry.2[_G].TableLevelup.290019.ProduceMoney[string]	1
table: 00000140B4B34660	registry.2[_G].ItemData.1102	1
table: 00000140B4E6C600	registry.2[_G].TableLevelup.180069	1
table: 00000140B4E64600	registry.2[_G].TableLevelup.160127	1
table: 00000140B4B246B0	registry.2[_G].TableLevelup.40040	1
string: "22560"	registry.2[_G].TableLevelup.30094.ProduceMoney[string]	1
string: "2_13016551182950"	registry.2[_G].TableLevelup.70097.CostMoney[string]	1
string: "2_37340879718284400000"	registry.2[_G].TableLevelup.150106.CostMoney[string]	1
table: 00000140B4FC4610	registry.2[_G].TableLevelup.280029	1
table: 00000140B4FBC610	registry.2[_G].TableLevelup.260107	1
string: "51375"	registry.2[_G].TableLevelup.20137.ProduceMoney[string]	1
