--------------------------------------------------------
-- Collect memory reference at line:29@file:../ScriptModule\module.lua
--------------------------------------------------------
-- [Table/Function/String Address/Name]	[Reference Path]	[Reference Count]
--------------------------------------------------------
-- From Root Object: table: 00000140B2BD9400 (registry)
string: "500000"	registry.2[_G].TableLevelup.40100.ProduceMoney[string]	1
table: 00000140B4FB8B10	registry.2[_G].TableLevelup.250088	1
function: 00000140B50E0DD0	registry.2[_G].package.loaded.MemoryReferenceInfo.m_cMethods.DumpMemorySnapshotComparedFile[line:1007@file:../ScriptModule/gxlua/MemoryReferenceInfo.lua]	1
string: "9.36505260642075E+15"	registry.2[_G].TableLevelup.200047.ProduceMoney[string]	1
table: 00000140B4ECC500	registry.2[_G].TableLevelup.140055	1
table: 00000140B4F0C4E0	registry.2[_G].taskTable.3063	1
function: 00000140B2BFCDB0	registry.2[_G].LuaNFrame.pluginManager.[userdata:metatable].___const.GetServerNetEventModule[line:-1@file:[C]]	1
string: "7.62801366655673E+18"	registry.2[_G].TableLevelup.250065.ProduceMoney[string]	1
table: 00000140B4AA8EA0	registry.2[_G].TableLevelup.30020	1
table: 00000140B4B245B0	registry.2[_G].TableLevelup.40010	1
table: 00000140B4F4D230	registry.2[_G].TableLevelup.210015	1
string: "5.72203917126016E+20"	registry.2[_G].TableLevelup.290118.ProduceMoney[string]	1
string: "2_4406934"	registry.2[_G].TableLevelup.10092.CostMoney[string]	1
string: "937500"	registry.2[_G].TableLevelup.40125.ProduceMoney[string]	1
table: 00000140B4EC8480	registry.2[_G].TableLevelup.130046	1
table: 00000140B4EC8680	registry.2[_G].TableLevelup.130073	1
string: "2_1059075812504"	registry.2[_G].TableLevelup.40123.CostMoney[string]	1
table: 00000140B4B281B0	registry.2[_G].TableLevelup.40122	1
string: "2_24208093761419400000"	registry.2[_G].TableLevelup.110149.CostMoney[string]	1
table: 00000140B4F0C460	registry.2[_G].taskTable.3032	1
string: "59915638236"	registry.2[_G].TableLevelup.120019.ProduceMoney[string]	1
string: "3.20076346052238E+19"	registry.2[_G].TableLevelup.260101.ProduceMoney[string]	1
function: 00000140B4A2C580	registry.2[_G].package.loaded.coroutine.resume.[ups:function:debug_hook].[ups:function:ResetDebugInfo][line:1580@file:../ScriptModule\LuaDebugjit.lua]	1
table: 00000140B4F08460	registry.2[_G].taskTable.2055	1
table: 00000140B4B27DB0	registry.2[_G].TableLevelup.40130	1
string: "21850400000"	registry.2[_G].TableLevelup.100143.ProduceMoney[string]	1
string: "6.97397534520694E+15"	registry.2[_G].TableLevelup.200035.ProduceMoney[string]	1
table: 00000140B4F08DE0	registry.2[_G].taskTable.2039	1
function: 00000140B4950610	registry.2[_G].LuaNFrame.httpServerModule.[userdata:metatable].InitServer[line:-1@file:[C]]	1
string: "84992653802784"	registry.2[_G].TableLevelup.160119.ProduceMoney[string]	1
string: "560000"	registry.2[_G].TableLevelup.40112.ProduceMoney[string]	1
table: 00000140B4E68E00	registry.2[_G].TableLevelup.170080	1
string: "545000"	registry.2[_G].TableLevelup.40109.ProduceMoney[string]	1
table: 00000140B4E70E00	registry.2[_G].TableLevelup.150125	1
table: 00000140B4F00DE0	registry.2[_G].TableRebuild.20002	1
string: "2_462733794942"	registry.2[_G].TableLevelup.40117.CostMoney[string]	1
string: "3973214275200"	registry.2[_G].TableLevelup.150018.ProduceMoney[string]	1
table: 00000140B4F10DE0	registry.2[_G].taskTable.3189	1
table: 00000140B4E384C0	registry.2[_G].TableLevelup.70027	1
string: "2_9.05119491123785E+20"	registry.2[_G].TableLevelup.200081.CostMoney[string]	1
table: 00000140B4E344C0	registry.2[_G].TableLevelup.60049	1
table: 00000140B4B27930	registry.2[_G].TableLevelup.40118	1
string: "2_21251815120950800"	registry.2[_G].TableLevelup.110098.CostMoney[string]	1
string: "467400000"	registry.2[_G].TableLevelup.80123.ProduceMoney[string]	1
string: "2_15259147"	registry.2[_G].TableLevelup.10101.CostMoney[string]	1
table: 00000140B4EC4580	registry.2[_G].TableLevelup.120053	1
string: "2.84523712272197E+18"	registry.2[_G].TableLevelup.240077.ProduceMoney[string]	1
string: "2_929742077"	registry.2[_G].TableLevelup.40072.CostMoney[string]	1
function: 00000140B4ACC680	registry.2[_G].protobuf.extract.[ups:function:expand].[ups:function:default_table].[ups:function:decode_message].[ups:table:_R_meta].__index.[ups:table:decode_type_cache].[metatable].__index.[ups:table:_decode_type_meta].__index.[ups:table:_reader].int64_repeated[line:147@file:../ScriptModule/gxlua\protobuf.lua]	1
string: "140000"	registry.2[_G].TableLevelup.40070.ProduceMoney[string]	1
string: "144000"	registry.2[_G].TableLevelup.40072.ProduceMoney[string]	1
string: "1.62896706093522E+20"	registry.2[_G].TableLevelup.280095.ProduceMoney[string]	1
string: "146000"	registry.2[_G].TableLevelup.40073.ProduceMoney[string]	1
function: 00000140B49586D0	registry.2[_G].LuaNFrame.mongoModule.[userdata:metatable].class.___const.FindFieldByKey[line:-1@file:[C]]	1
table: 00000140B4B60EB0	registry.2[_G].TableFastLevelup.24	1
table: 00000140B4F35AB0	registry.2[_G].TableLevelup.230045	1
string: "1.29516684982415E+16"	registry.2[_G].TableLevelup.200065.ProduceMoney[string]	1
string: "2.46917112394391E+20"	registry.2[_G].TableLevelup.280144.ProduceMoney[string]	1
string: "2_1225258610"	registry.2[_G].TableLevelup.40074.CostMoney[string]	1
table: 00000140B4F50E30	registry.2[_G].TableLevelup.210133	1
table: 00000140B4B24C30	registry.2[_G].TableLevelup.40069	1
string: "2_3.17348084681046E+22"	registry.2[_G].TableLevelup.230082.CostMoney[string]	1
table: 00000140B4B255B0	registry.2[_G].TableLevelup.40063	1
string: "2_268515116"	registry.2[_G].TableLevelup.40063.CostMoney[string]	1
table: 00000140B4B25530	registry.2[_G].TableLevelup.40064	1
string: "2_4674267142896970000"	registry.2[_G].TableLevelup.170072.CostMoney[string]	1
string: "1.27311428345798E+18"	registry.2[_G].TableLevelup.230107.ProduceMoney[string]	1
string: "2_96973942576113700"	registry.2[_G].TableLevelup.110109.CostMoney[string]	1
userdata: 00000140B4950718	registry.2[_G].NFINetClientModule.___class.AddReceiveLuaCallBackByMsgId.[ups:userdata:]	1
string: "2.61761815290425E+17"	registry.2[_G].TableLevelup.230022.ProduceMoney[string]	1
string: "9.96505422809617E+19"	registry.2[_G].TableLevelup.320002.ProduceMoney[string]	1
function: 00000140B4A68EE0	registry.2[_G].LuaNFrame.AddClocker[line:98@file:../ScriptModule/gxlua\LuaNFrame.lua]	1
string: "[C]                                               : date                                    :   -1                "	registry.2[_G].package.loaded.ProFi.reports.11.title[string]	1
string: "134000"	registry.2[_G].TableLevelup.40067.ProduceMoney[string]	1
table: 00000140B4E385C0	registry.2[_G].TableLevelup.70029	1
table: 00000140B4E345C0	registry.2[_G].TableLevelup.60034	1
string: "2_77375"	registry.2[_G].TableLevelup.20041.CostMoney[string]	1
table: 00000140B4F48E30	registry.2[_G].TableLevelup.200059	1
string: "2_38297960833496"	registry.2[_G].TableLevelup.40149.CostMoney[string]	1
string: "2_4870282442"	registry.2[_G].TableLevelup.40084.CostMoney[string]	1
function: 00007FF69D59E380	registry.2[_G].package.loaded.lpeg.ptree[line:-1@file:[C]]	1
table: 00000140B4ECB880	registry.2[_G].TableLevelup.140048	1
string: "168000"	registry.2[_G].TableLevelup.40084.ProduceMoney[string]	1
string: "2_91400944787856100000"	registry.2[_G].TableLevelup.140123.CostMoney[string]	1
table: 00000140B4B25E30	registry.2[_G].TableLevelup.40083	1
table: 00000140B4E30E40	registry.2[_G].TableLevelup.50072	1
string: "2_3.15143423919423E+25"	registry.2[_G].TableLevelup.310085.CostMoney[string]	1
string: "2_47928589053604200000"	registry.2[_G].TableLevelup.280003.CostMoney[string]	1
table: 00000140B4E34540	registry.2[_G].TableLevelup.60055	1
string: "2_1277635487516210"	registry.2[_G].TableLevelup.140042.CostMoney[string]	1
string: "2_7.65059274783361E+20"	registry.2[_G].TableLevelup.310008.CostMoney[string]	1
string: "97848685470432"	registry.2[_G].TableLevelup.160137.ProduceMoney[string]	1
string: "2_8.49181018213399E+24"	registry.2[_G].TableLevelup.210140.CostMoney[string]	1
string: "2_14047470011075800"	registry.2[_G].TableLevelup.110095.CostMoney[string]	1
table: 00000140B4FB8E10	registry.2[_G].TableLevelup.250085	1
table: 00000140B4FC8E10	registry.2[_G].TableLevelup.290011	1
string: "14568452342400"	registry.2[_G].TableLevelup.150066.ProduceMoney[string]	1
string: "1023360000"	registry.2[_G].TableLevelup.90041.ProduceMoney[string]	1
table: 00000140B4FC8510	registry.2[_G].TableLevelup.290005	1
string: "8.24361575520532E+19"	registry.2[_G].TableLevelup.290017.ProduceMoney[string]	1
table: 00000140B4E64580	registry.2[_G].TableLevelup.160126	1
table: 00000140B4B28EB0	registry.2[_G].TableLevelup.30064	1
table: 00000140B4FC0E10	registry.2[_G].TableLevelup.270085	1
table: 00000140B4E80E40	registry.2[_G].TableLevelup.110089	1
string: "4.04009646684924E+15"	registry.2[_G].TableLevelup.190069.ProduceMoney[string]	1
table: 00000140B4FD0E10	registry.2[_G].TableLevelup.300100	1
table: 00000140B4E78E40	registry.2[_G].TableLevelup.90124	1
string: "160000"	registry.2[_G].TableLevelup.40080.ProduceMoney[string]	1
string: "2_62366254381680900"	registry.2[_G].TableLevelup.90133.CostMoney[string]	1
string: "8.097429892191E+18"	registry.2[_G].TableLevelup.250069.ProduceMoney[string]	1
string: "3.45528160219991E+19"	registry.2[_G].TableLevelup.300003.ProduceMoney[string]	1
string: "189207278640"	registry.2[_G].TableLevelup.120060.ProduceMoney[string]	1
table: 00000140B4F40430	registry.2[_G].TableLevelup.250032	1
string: "2_1.95701704058469E+21"	registry.2[_G].TableLevelup.240055.CostMoney[string]	1
string: "32668650707200"	registry.2[_G].TableLevelup.150148.ProduceMoney[string]	1
string: "2_18840846"	registry.2[_G].TableLevelup.50030.CostMoney[string]	1
string: "2_347197442468096"	registry.2[_G].TableLevelup.160012.CostMoney[string]	1
table: 00000140B4AD6840	registry.2[_G].NF_ACCOUNT_EVENT_TYPE	1
string: "2_5.43439394716683E+23"	registry.2[_G].TableLevelup.320052.CostMoney[string]	1
string: "2_740113223584456"	registry.2[_G].TableLevelup.80113.CostMoney[string]	1
string: "2_593494054"	registry.2[_G].TableLevelup.50055.CostMoney[string]	1
table: 00000140B4E68D80	registry.2[_G].TableLevelup.170073	1
table: 00000140B4F38E30	registry.2[_G].TableLevelup.230120	1
table: 00000140B4E70D80	registry.2[_G].TableLevelup.160020	1
string: "195514187928"	registry.2[_G].TableLevelup.120062.ProduceMoney[string]	1
string: "2_489987027234937000"	registry.2[_G].TableLevelup.220009.CostMoney[string]	1
table: 00000140B4AD4440	registry.2[_G].DailyWelfareTable.[metatable]	1
string: "2_7.17291186767394E+21"	registry.2[_G].TableLevelup.200096.CostMoney[string]	1
table: 00000140B4F38330	registry.2[_G].TableLevelup.230107	1
table: 00000140B4EC8D80	registry.2[_G].TableLevelup.130092	1
table: 00000140B4F10360	registry.2[_G].taskTable.3156	1
string: "2_10086311"	registry.2[_G].TableLevelup.10098.CostMoney[string]	1
table: 00000140B49544C0	registry.2[_G].LuaNFrame.httpServerModule.[userdata:metatable].___const.class.___setters	1
string: "29136904684800"	registry.2[_G].TableLevelup.150132.ProduceMoney[string]	1
string: "5.77973145229578E+21"	registry.2[_G].TableLevelup.320116.ProduceMoney[string]	1
function: 00000140B4A30E20	registry.2[_G].LuaNFrame.info[line:451@file:../ScriptModule/gxlua\LuaNFrame.lua]	1
table: 00000140B49C0E20	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].encode.[ups:table:json_private].encodeString.[ups:table:escapeList]	1
string: "2_1.23523176231436E+29"	registry.2[_G].TableLevelup.300149.CostMoney[string]	1
string: "43567662873696"	registry.2[_G].TableLevelup.160061.ProduceMoney[string]	1
string: "2_1.58738122369522E+20"	registry.2[_G].TableLevelup.140127.CostMoney[string]	1
string: "53200000"	registry.2[_G].TableLevelup.80014.ProduceMoney[string]	1
table: 00000140B4FC8310	registry.2[_G].TableLevelup.290010	1
string: "2_6528790575141"	registry.2[_G].TableLevelup.70092.CostMoney[string]	1
string: "1.15487647670976E+21"	registry.2[_G].TableLevelup.310047.ProduceMoney[string]	1
string: "2_9.24716585565245E+21"	registry.2[_G].TableLevelup.170127.CostMoney[string]	1
string: "9225"	registry.2[_G].TableLevelup.10123.ProduceMoney[string]	1
string: "2_91847072876227800000"	registry.2[_G].TableLevelup.120147.CostMoney[string]	1
table: 00000140B4E68300	registry.2[_G].TableLevelup.170075	1
string: "2100000"	registry.2[_G].TableLevelup.50105.ProduceMoney[string]	1
string: "3810000"	registry.2[_G].TableLevelup.50127.ProduceMoney[string]	1
string: "1376886199832"	registry.2[_G].TableLevelup.130092.ProduceMoney[string]	1
string: "2_16863506895"	registry.2[_G].TableLevelup.40093.CostMoney[string]	1
table: 00000140B4F102E0	registry.2[_G].taskTable.3171	1
table: 00000140B4EC8300	registry.2[_G].TableLevelup.130067	1
string: "2_9.98998040271244E+27"	registry.2[_G].TableLevelup.270147.CostMoney[string]	1
string: "2_128062270987403"	registry.2[_G].TableLevelup.50144.CostMoney[string]	1
table: 00000140B4F3C2B0	registry.2[_G].TableLevelup.240040	1
table: 00000140B4A14400	registry.2[_G].TableLevelup.20099	1
string: "9525"	registry.2[_G].TableLevelup.10127.ProduceMoney[string]	1
table: 00000140B4FC8290	registry.2[_G].TableLevelup.290050	1
string: "2_1183258315"	registry.2[_G].TableLevelup.50060.CostMoney[string]	1
string: "6710000"	registry.2[_G].TableLevelup.60061.ProduceMoney[string]	1
function: 00000140B4A28DF0	registry.2[_G].register_module[line:2@file:../ScriptModule\module.lua]	1
string: "1_930"	registry.2[_G].TableLevelup.220100.CostMoney[string]	1
string: "2.11211824740553E+16"	registry.2[_G].TableLevelup.200106.ProduceMoney[string]	1
table: 00000140B4F00D60	registry.2[_G].TableRebuild.20001	1
string: "7.25794124214362E+17"	registry.2[_G].TableLevelup.230061.ProduceMoney[string]	1
table: 00000140B4F10D60	registry.2[_G].taskTable.3160	1
table: 00000140B4E7F540	registry.2[_G].TableLevelup.110114	1
string: "81345990981087"	registry.2[_G].TableLevelup.170023.ProduceMoney[string]	1
string: "4510000"	registry.2[_G].TableLevelup.60041.ProduceMoney[string]	1
table: 00000140B4F454B0	registry.2[_G].TableLevelup.190119	1
string: "1.10853394391765E+17"	registry.2[_G].TableLevelup.240003.ProduceMoney[string]	1
string: "2_6.91837145218459E+27"	registry.2[_G].TableLevelup.260150.CostMoney[string]	1
string: "dongfangmingzhu4"	registry.2[_G].TableRebuild.10004.buildRes[string]	1
string: "2_335775341276488000"	registry.2[_G].TableLevelup.110118.CostMoney[string]	1
string: "2_292493460506448000"	registry.2[_G].TableLevelup.110117.CostMoney[string]	1
table: 00000140B4E34340	registry.2[_G].TableLevelup.60046	1
string: "2_71158953725970300000"	registry.2[_G].TableLevelup.190071.CostMoney[string]	1
table: 00000140B4EC4380	registry.2[_G].TableLevelup.120085	1
table: 00000140B4E6FE00	registry.2[_G].TableLevelup.150129	1
table: 00000140B4F38DB0	registry.2[_G].TableLevelup.230119	1
string: "10696000000"	registry.2[_G].TableLevelup.100070.ProduceMoney[string]	1
table: 00000140B4B28E30	registry.2[_G].TableLevelup.30107	1
table: 00000140B4F40DB0	registry.2[_G].TableLevelup.250064	1
table: 00000140B4F50DB0	registry.2[_G].TableLevelup.220012	1
table: 00000140B4F48DB0	registry.2[_G].TableLevelup.200057	1
string: "23618551524800"	registry.2[_G].TableLevelup.150107.ProduceMoney[string]	1
string: "11280"	registry.2[_G].TableLevelup.30047.ProduceMoney[string]	1
string: "1125000"	registry.2[_G].TableLevelup.40150.ProduceMoney[string]	1
string: "2_1.87387127009939E+20"	registry.2[_G].TableLevelup.240038.CostMoney[string]	1
function: 00000140B4AF04F0	registry.2[_G].DailyWelfareTable.[metatable].__index[line:13@file:../ScriptModule/table\DailyWelfareTable.lua]	1
table: 00000140B4E78DC0	registry.2[_G].TableLevelup.100029	1
string: "5.02535387909333E+18"	registry.2[_G].TableLevelup.240136.ProduceMoney[string]	1
string: "2_1525050187772490000"	registry.2[_G].TableLevelup.200005.CostMoney[string]	1
string: "1242190810718"	registry.2[_G].TableLevelup.130083.ProduceMoney[string]	1
table: 00000140B4B60E30	registry.2[_G].TableFastLevelup.23	1
function: 00000140B4A30760	registry.2[_G].LuaNFrame.EndProfiler[line:49@file:../ScriptModule/gxlua\LuaNFrame.lua]	1
table: 00000140B4AD4540	registry.2[_G].DailyLotteryDrawTable.5	1
string: "1027500"	registry.2[_G].TableLevelup.40137.ProduceMoney[string]	1
string: "2_1.47241248757145E+20"	registry.2[_G].TableLevelup.170097.CostMoney[string]	1
table: 00000140B4AD8540	registry.2[_G].Net	1
table: 00000140B4FB4410	registry.2[_G].TableLevelup.310116	1
string: "2_1496571274831180000"	registry.2[_G].TableLevelup.240003.CostMoney[string]	1
string: "277400000"	registry.2[_G].TableLevelup.80073.ProduceMoney[string]	1
string: "2_9.30522236888519E+22"	registry.2[_G].TableLevelup.190123.CostMoney[string]	1
table: 00000140B4E30440	registry.2[_G].TableLevelup.50051	1
string: "2_1.35237356530089E+28"	registry.2[_G].TableLevelup.280144.CostMoney[string]	1
string: "2_4.47684479523922E+20"	registry.2[_G].TableLevelup.150124.CostMoney[string]	1
string: "182000"	registry.2[_G].TableLevelup.40091.ProduceMoney[string]	1
string: "2_9304671982345"	registry.2[_G].TableLevelup.50125.CostMoney[string]	1
string: "8.782818406194E+15"	registry.2[_G].TableLevelup.190150.ProduceMoney[string]	1
string: "28695436432000"	registry.2[_G].TableLevelup.150130.ProduceMoney[string]	1
table: 00000140B49D0520	registry.2[_G].package.loaded.coroutine.resume.[ups:function:debug_hook].[ups:function:_resume].[ups:table:LuaDebugger].event	1
string: "9825"	registry.2[_G].TableLevelup.10131.ProduceMoney[string]	1
table: 00000140B4AA8E20	registry.2[_G].TableLevelup.320082	1
string: "2_613185"	registry.2[_G].TableLevelup.20056.CostMoney[string]	1
string: "8409169003040"	registry.2[_G].TableLevelup.140134.ProduceMoney[string]	1
string: "eluosidonggong4"	registry.2[_G].TableRebuild.170004.buildRes[string]	1
string: "26267361041600"	registry.2[_G].TableLevelup.150119.ProduceMoney[string]	1
string: "26488095168000"	registry.2[_G].TableLevelup.150120.ProduceMoney[string]	1
string: "2_1.95603313474631E+20"	registry.2[_G].TableLevelup.150118.CostMoney[string]	1
string: "1.42779171976596E+18"	registry.2[_G].TableLevelup.230120.ProduceMoney[string]	1
table: 00000140B4E383C0	registry.2[_G].TableLevelup.70002	1
string: "2_5.89980035098775E+20"	registry.2[_G].TableLevelup.150126.CostMoney[string]	1
userdata: 00000140B2BFCCF8	registry.2[_G].LuaNFrame.kernelModule.[userdata:metatable].GetCRC32.[ups:userdata:]	1
string: "51424126670592"	registry.2[_G].TableLevelup.160072.ProduceMoney[string]	1
string: "1.91286180897105E+16"	registry.2[_G].TableLevelup.200096.ProduceMoney[string]	1
string: "1.44493286307395E+21"	registry.2[_G].TableLevelup.320029.ProduceMoney[string]	1
string: "2_245"	registry.2[_G].TableLevelup.10021.CostMoney[string]	1
string: "6338254248560"	registry.2[_G].TableLevelup.140101.ProduceMoney[string]	1
string: "2_2687245356003"	registry.2[_G].TableLevelup.50116.CostMoney[string]	1
table: 00000140B4E30DC0	registry.2[_G].TableLevelup.50037	1
string: "2_1360821685081520000"	registry.2[_G].TableLevelup.150082.CostMoney[string]	1
string: "25163690409600"	registry.2[_G].TableLevelup.150114.ProduceMoney[string]	1
table: 00000140B4FB8D90	registry.2[_G].TableLevelup.250124	1
table: 00000140B4FC8D90	registry.2[_G].TableLevelup.290006	1
table: 00000140B4FC0D90	registry.2[_G].TableLevelup.270100	1
table: 00000140B4EC8980	registry.2[_G].TableLevelup.130044	1
string: "2_199915267963408"	registry.2[_G].TableLevelup.160008.CostMoney[string]	1
function: 00000140B4950530	registry.2[_G].NFINetClientModule.___const.AddServer[line:-1@file:[C]]	1
string: "23760"	registry.2[_G].TableLevelup.30099.ProduceMoney[string]	1
string: "162000"	registry.2[_G].TableLevelup.40081.ProduceMoney[string]	1
string: "25605158662400"	registry.2[_G].TableLevelup.150116.ProduceMoney[string]	1
string: "2_2.49125527541846E+23"	registry.2[_G].TableLevelup.280065.CostMoney[string]	1
string: "1.93967429534242E+19"	registry.2[_G].TableLevelup.290004.ProduceMoney[string]	1
string: "628578482532"	registry.2[_G].TableLevelup.130042.ProduceMoney[string]	1
string: "1_1080"	registry.2[_G].TableLevelup.240100.CostMoney[string]	1
table: 00000140B4F385B0	registry.2[_G].TableLevelup.230093	1
string: "1317021582448"	registry.2[_G].TableLevelup.130088.ProduceMoney[string]	1
string: "1.99536109905177E+18"	registry.2[_G].TableLevelup.240054.ProduceMoney[string]	1
table: 00000140B4FD2110	registry.2[_G].TableLevelup.310060	1
table: 00000140B4EC7880	registry.2[_G].TableLevelup.130086	1
string: "1257156965064"	registry.2[_G].TableLevelup.130084.ProduceMoney[string]	1
string: "2_75392899830117600"	registry.2[_G].TableLevelup.130085.CostMoney[string]	1
string: "2_57209107278680300"	registry.2[_G].TableLevelup.130083.CostMoney[string]	1
table: 00000140B4E807C0	registry.2[_G].TableLevelup.110086	1
string: "2_367578"	registry.2[_G].TableLevelup.10074.CostMoney[string]	1
string: "2_386612650039"	registry.2[_G].TableLevelup.30134.CostMoney[string]	1
table: 00000140B4E38CC0	registry.2[_G].TableLevelup.70003	1
table: 00000140B4E7C7C0	registry.2[_G].TableLevelup.100134	1
string: "1346953891140"	registry.2[_G].TableLevelup.130090.ProduceMoney[string]	1
string: "166228764178743"	registry.2[_G].TableLevelup.170047.ProduceMoney[string]	1
string: "17520000"	registry.2[_G].TableLevelup.70030.ProduceMoney[string]	1
string: "10"	registry.2[_G].TableLevelup.10005.ProduceMoney[string]	1
string: "2_4.69732278455124E+26"	registry.2[_G].TableLevelup.320101.CostMoney[string]	1
string: "1_910"	registry.2[_G].TableLevelup.290020.CostMoney[string]	1
string: "2_1.46648496599394E+21"	registry.2[_G].TableLevelup.220067.CostMoney[string]	1
string: "65952000000"	registry.2[_G].TableLevelup.110090.ProduceMoney[string]	1
table: 00000140B4FD0F10	registry.2[_G].TableLevelup.300139	1
string: "2_63448030569794"	registry.2[_G].TableLevelup.100068.CostMoney[string]	1
table: 00000140B4E78F40	registry.2[_G].TableLevelup.90134	1
table: 00000140B4EC9280	registry.2[_G].TableLevelup.130081	1
string: "4.99727101918085E+17"	registry.2[_G].TableLevelup.230042.ProduceMoney[string]	1
table: 00000140B4FC8F10	registry.2[_G].TableLevelup.290022	1
table: 00000140B4FB8F10	registry.2[_G].TableLevelup.250125	1
string: "2_2.88216569534191E+20"	registry.2[_G].TableLevelup.280016.CostMoney[string]	1
table: 00000140B4FC0F10	registry.2[_G].TableLevelup.270073	1
string: "2_32071777364"	registry.2[_G].TableLevelup.100013.CostMoney[string]	1
table: 00000140B4E30F40	registry.2[_G].TableLevelup.50074	1
string: "2_7409"	registry.2[_G].TableLevelup.20024.CostMoney[string]	1
table: 00000140B4E80F40	registry.2[_G].TableLevelup.110084	1
function: 00000140B2BFD050	registry.2[_G].LuaNFrame.luaModule.[userdata:metatable].StopClocker[line:-1@file:[C]]	1
table: 00000140B4E347C0	registry.2[_G].TableLevelup.50147	1
table: 00000140B4E64780	registry.2[_G].TableLevelup.160136	1
string: "1511581588946"	registry.2[_G].TableLevelup.130101.ProduceMoney[string]	1
table: 00000140B49D08A0	registry.2[_G].TableLevelup.30003	1
string: "1.7565636812388E+15"	registry.2[_G].TableLevelup.190030.ProduceMoney[string]	1
string: "2.26091569285982E+15"	registry.2[_G].TableLevelup.180143.ProduceMoney[string]	1
string: "2_976894747285896000"	registry.2[_G].TableLevelup.220014.CostMoney[string]	1
table: 00000140B4EC8F00	registry.2[_G].TableLevelup.130072	1
string: "2_5.0530864276175E+20"	registry.2[_G].TableLevelup.230052.CostMoney[string]	1
string: "2_8999568888056320000"	registry.2[_G].TableLevelup.240016.CostMoney[string]	1
string: "2_1.28947934864392E+22"	registry.2[_G].TableLevelup.250063.CostMoney[string]	1
string: "1800"	registry.2[_G].TableLevelup.20036.ProduceMoney[string]	1
function: 00000140B49508B0	registry.2[_G].LuaNFrame.httpServerModule.[userdata:metatable].___const.ResponseMsg[line:-1@file:[C]]	1
string: "2_278923"	registry.2[_G].TableLevelup.10072.CostMoney[string]	1
table: 00000140B4E68F00	registry.2[_G].TableLevelup.170113	1
table: 00000140B4E387C0	registry.2[_G].TableLevelup.70034	1
string: "334266192264"	registry.2[_G].TableLevelup.120106.ProduceMoney[string]	1
string: "6.25544960247935E+20"	registry.2[_G].TableLevelup.290129.ProduceMoney[string]	1
string: "3.42940433881098E+19"	registry.2[_G].TableLevelup.280020.ProduceMoney[string]	1
string: "2.87490527180939E+21"	registry.2[_G].TableLevelup.310117.ProduceMoney[string]	1
function: 00000140B4A30FA0	registry.2[_G].LuaNFrame.GetInitTime[line:349@file:../ScriptModule/gxlua\LuaNFrame.lua]	1
string: "2_21358424234970300000"	registry.2[_G].TableLevelup.260008.CostMoney[string]	1
string: "1.0288213016433E+19"	registry.2[_G].TableLevelup.280006.ProduceMoney[string]	1
string: "2_72274102906945500"	registry.2[_G].TableLevelup.100119.CostMoney[string]	1
table: 00000140B4F08760	registry.2[_G].taskTable.2058	1
string: "5020399404800"	registry.2[_G].TableLevelup.140080.ProduceMoney[string]	1
function: 00007FF69D593E30	registry.2[_G].package.loaded.LuaDebug.[ups:function:start].[ups:function:debugger_sendMsg].[ups:table:json].decode.[ups:function:decode_scanString].[ups:table:math].randomseed[line:-1@file:[C]]	1
string: "2_4.06565876464551E+22"	registry.2[_G].TableLevelup.190117.CostMoney[string]	1
string: "4.28907641095629E+17"	registry.2[_G].TableLevelup.220121.ProduceMoney[string]	1
string: "9.43086193173019E+19"	registry.2[_G].TableLevelup.280055.ProduceMoney[string]	1
string: "http://149.28.158.210:7000/httplogin"	registry.2[_G].LuaNFrame.ScriptList.1.tbl.loginUrl[string]	1
string: "6.15846588771218E+20"	registry.2[_G].TableLevelup.290127.ProduceMoney[string]	1
string: "2_1.35777008035845E+28"	registry.2[_G].TableLevelup.300133.CostMoney[string]	1
table: 00000140B4E70800	registry.2[_G].TableLevelup.160018	1
string: "1167360038988"	registry.2[_G].TableLevelup.130078.ProduceMoney[string]	1
string: "2_1.62646286122744E+27"	registry.2[_G].TableLevelup.320110.CostMoney[string]	1
table: 00000140B4EF8F60	registry.2[_G].LuaNFrame.ScriptList.1.tbl.rebotUnlinkIdMap	1
table: 00000140B4FD0A10	registry.2[_G].TableLevelup.300134	1
string: "2.59033369964829E+15"	registry.2[_G].TableLevelup.200013.ProduceMoney[string]	1
string: "2_5858421634223290"	registry.2[_G].TableLevelup.120077.CostMoney[string]	1
string: "[C]                                               : rawget                                  :   -1                "	registry.2[_G].package.loaded.ProFi.reports.20.title[string]	1
string: "2_1202182118598990"	registry.2[_G].TableLevelup.160021.CostMoney[string]	1
string: "10595238067200"	registry.2[_G].TableLevelup.150048.ProduceMoney[string]	1
table: 00000140B4FCF190	registry.2[_G].TableLevelup.300126	1
string: "2_1246353035854"	registry.2[_G].TableLevelup.70080.CostMoney[string]	1
table: 00000140B4F10860	registry.2[_G].taskTable.3214	1
string: "2_171049479277"	registry.2[_G].TableLevelup.110013.CostMoney[string]	1
string: "793206180338"	registry.2[_G].TableLevelup.130053.ProduceMoney[string]	1
table: 00000140B49D09A0	registry.2[_G].TableLevelup.20142	1
string: "2_910932119904105"	registry.2[_G].TableLevelup.130053.CostMoney[string]	1
